id,gender,car,owns_house,edutp,houtp,age,has_mobilephone,has_phone,inc,inctp,wkphone,email,occyp,year_employed,chldno,famtp,famsize,begin_month,target,statementdate
*,F,N,N,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[21.0, 30.0[",1.0,1.0,"[157.5, 171.3[",Commercial associate,1,0,*,"[0.0, 1.9[",1,Civil marriage,3,-21,0,12/5/19
*,F,N,N,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[21.0, 30.0[",1.0,1.0,"[157.5, 171.3[",Commercial associate,1,0,*,"[0.0, 1.9[",1,Civil marriage,3,-18,0,12/8/19
*,F,N,N,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[21.0, 30.0[",1.0,1.0,"[157.5, 171.3[",Commercial associate,1,0,*,"[0.0, 1.9[",1,Civil marriage,3,-9,0,12/5/20
*,M,N,N,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[21.0, 30.0[",1.0,0.0,"[157.5, 171.3[",Commercial associate,1,0,*,"[0.0, 1.9[",0,Civil marriage,2,-2,0,12/12/20
*,M,N,N,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[21.0, 30.0[",1.0,0.0,"[157.5, 171.3[",Commercial associate,1,0,*,"[0.0, 1.9[",0,Civil marriage,2,-24,0,12/2/19
*,M,N,N,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[21.0, 30.0[",1.0,0.0,"[157.5, 171.3[",Commercial associate,1,0,*,"[0.0, 1.9[",0,Civil marriage,2,-6,0,12/8/20
*,M,N,N,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[21.0, 30.0[",1.0,0.0,"[157.5, 171.3[",Commercial associate,1,0,*,"[0.0, 1.9[",0,Civil marriage,2,-25,0,12/1/19
*,M,N,N,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[21.0, 30.0[",1.0,0.0,"[157.5, 171.3[",Commercial associate,1,0,*,"[0.0, 1.9[",0,Civil marriage,2,-2,0,12/12/20
*,M,N,N,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[21.0, 30.0[",1.0,0.0,"[157.5, 171.3[",Commercial associate,1,0,*,"[0.0, 1.9[",0,Civil marriage,2,-5,0,12/9/20
*,M,N,N,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[21.0, 30.0[",1.0,0.0,"[157.5, 171.3[",Commercial associate,1,0,*,"[0.0, 1.9[",0,Civil marriage,2,-27,0,12/11/18
*,F,Y,Y,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[21.0, 30.0[",1.0,1.0,"[207.0, 227.3[",Commercial associate,1,0,*,"[0.0, 1.9[",0,Civil marriage,2,-22,0,12/4/19
*,F,Y,Y,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[21.0, 30.0[",1.0,0.0,"[207.0, 227.3[",Working,0,0,*,"[0.0, 1.9[",0,Civil marriage,2,-22,0,12/4/19
*,F,Y,Y,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[21.0, 30.0[",1.0,0.0,"[207.0, 227.3[",Working,0,0,*,"[0.0, 1.9[",0,Civil marriage,2,-40,0,12/10/17
*,F,Y,Y,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[21.0, 30.0[",1.0,0.0,"[207.0, 227.3[",Working,0,0,*,"[0.0, 1.9[",0,Civil marriage,2,-17,0,12/9/19
*,F,Y,Y,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[21.0, 30.0[",1.0,0.0,"[207.0, 227.3[",Working,0,0,*,"[0.0, 1.9[",0,Civil marriage,2,-9,0,12/5/20
*,F,Y,Y,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[21.0, 30.0[",1.0,0.0,"[207.0, 227.3[",Working,0,0,*,"[0.0, 1.9[",0,Civil marriage,2,-15,0,12/11/19
*,M,Y,Y,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[21.0, 30.0[",1.0,0.0,"[378.0, 441.0[",Working,0,0,*,"[0.0, 1.9[",0,Civil marriage,2,-21,0,12/5/19
*,M,Y,Y,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[21.0, 30.0[",1.0,0.0,"[378.0, 441.0[",Working,0,0,*,"[0.0, 1.9[",0,Civil marriage,2,-10,0,12/4/20
*,M,Y,Y,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[21.0, 30.0[",1.0,0.0,"[378.0, 441.0[",Working,0,0,*,"[0.0, 1.9[",0,Civil marriage,2,-25,0,12/1/19
*,M,Y,Y,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[21.0, 30.0[",1.0,0.0,"[378.0, 441.0[",Working,0,0,*,"[0.0, 1.9[",0,Civil marriage,2,-13,0,12/1/20
*,M,Y,Y,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[21.0, 30.0[",1.0,0.0,"[378.0, 441.0[",Working,0,0,*,"[0.0, 1.9[",0,Civil marriage,2,-25,0,12/1/19
*,M,Y,Y,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[21.0, 30.0[",1.0,0.0,"[378.0, 441.0[",Working,0,0,*,"[0.0, 1.9[",0,Civil marriage,2,-18,0,12/8/19
*,F,N,Y,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[31.0, 40.0[",1.0,0.0,"[114.8, 122.4[",Commercial associate,0,0,*,"[0.0, 1.9[",0,Civil marriage,2,-2,0,12/12/20
*,F,N,Y,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[31.0, 40.0[",1.0,0.0,"[114.8, 122.4[",Commercial associate,0,0,*,"[0.0, 1.9[",0,Civil marriage,2,-38,0,12/12/17
*,F,N,Y,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[31.0, 40.0[",1.0,0.0,"[114.8, 122.4[",Commercial associate,0,0,*,"[0.0, 1.9[",0,Civil marriage,2,-17,0,12/9/19
*,F,N,Y,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[31.0, 40.0[",1.0,0.0,"[114.8, 122.4[",Commercial associate,0,0,*,"[0.0, 1.9[",0,Civil marriage,2,-35,0,12/3/18
*,F,N,Y,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[31.0, 40.0[",1.0,0.0,"[114.8, 122.4[",Commercial associate,0,0,*,"[0.0, 1.9[",0,Civil marriage,2,-22,0,12/4/19
*,F,N,Y,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[31.0, 40.0[",1.0,0.0,"[114.8, 122.4[",Commercial associate,0,0,*,"[0.0, 1.9[",0,Civil marriage,2,-35,0,12/3/18
*,F,N,Y,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[31.0, 40.0[",1.0,0.0,"[114.8, 122.4[",Commercial associate,0,0,*,"[0.0, 1.9[",0,Civil marriage,2,-30,0,12/8/18
*,F,N,Y,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[31.0, 40.0[",1.0,0.0,"[114.8, 122.4[",Commercial associate,0,0,*,"[0.0, 1.9[",0,Civil marriage,2,-38,0,12/12/17
*,F,N,Y,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[31.0, 40.0[",1.0,0.0,"[114.8, 122.4[",Commercial associate,0,0,*,"[0.0, 1.9[",0,Civil marriage,2,-56,0,12/6/16
*,F,N,Y,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[31.0, 40.0[",1.0,1.0,"[140.4, 155.3[",Working,1,1,*,"[0.0, 1.9[",1,Civil marriage,3,-8,0,12/6/20
*,F,N,Y,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[31.0, 40.0[",1.0,1.0,"[140.4, 155.3[",Working,1,1,*,"[0.0, 1.9[",1,Civil marriage,3,-40,0,12/10/17
*,F,N,Y,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[31.0, 40.0[",1.0,1.0,"[140.4, 155.3[",Working,1,1,*,"[0.0, 1.9[",1,Civil marriage,3,-20,0,12/6/19
*,F,N,Y,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[31.0, 40.0[",1.0,1.0,"[140.4, 155.3[",Working,1,1,*,"[0.0, 1.9[",1,Civil marriage,3,-20,0,12/6/19
*,F,N,Y,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[31.0, 40.0[",1.0,1.0,"[140.4, 155.3[",Working,1,1,*,"[0.0, 1.9[",1,Civil marriage,3,-8,0,12/6/20
*,F,N,Y,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[31.0, 40.0[",1.0,1.0,"[140.4, 155.3[",Working,1,1,*,"[0.0, 1.9[",1,Civil marriage,3,-9,0,12/5/20
*,F,N,Y,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[31.0, 40.0[",1.0,1.0,"[140.4, 155.3[",Working,1,1,*,"[0.0, 1.9[",1,Civil marriage,3,-2,0,12/12/20
*,F,N,Y,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[31.0, 40.0[",1.0,1.0,"[140.4, 155.3[",Working,1,1,*,"[0.0, 1.9[",1,Civil marriage,3,-16,0,12/10/19
*,F,N,Y,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[31.0, 40.0[",1.0,1.0,"[173.3, 184.5[",Commercial associate,0,1,*,"[0.0, 1.9[",0,Civil marriage,2,-17,0,12/9/19
*,F,N,Y,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[31.0, 40.0[",1.0,1.0,"[173.3, 184.5[",Commercial associate,0,1,*,"[0.0, 1.9[",0,Civil marriage,2,-6,0,12/8/20
*,F,N,Y,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[31.0, 40.0[",1.0,1.0,"[173.3, 184.5[",Commercial associate,0,1,*,"[0.0, 1.9[",0,Civil marriage,2,-30,0,12/8/18
*,F,N,Y,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[31.0, 40.0[",1.0,1.0,"[173.3, 184.5[",Commercial associate,0,1,*,"[0.0, 1.9[",0,Civil marriage,2,-28,0,12/10/18
*,F,N,Y,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[31.0, 40.0[",1.0,1.0,"[173.3, 184.5[",Commercial associate,0,1,*,"[0.0, 1.9[",0,Civil marriage,2,-12,0,12/2/20
*,F,N,Y,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[31.0, 40.0[",1.0,1.0,"[173.3, 184.5[",Commercial associate,0,1,*,"[0.0, 1.9[",0,Civil marriage,2,-23,0,12/3/19
*,F,Y,Y,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[31.0, 40.0[",1.0,1.0,"[207.0, 227.3[",Commercial associate,1,0,*,"[0.0, 1.9[",0,Civil marriage,2,-30,0,12/8/18
*,F,Y,Y,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[31.0, 40.0[",1.0,1.0,"[207.0, 227.3[",Commercial associate,1,0,*,"[0.0, 1.9[",0,Civil marriage,2,-47,1,12/3/17
*,M,N,N,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[31.0, 40.0[",1.0,1.0,"[207.0, 227.3[",Commercial associate,0,0,*,"[0.0, 1.9[",0,Civil marriage,2,-34,0,12/4/18
*,M,Y,N,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[31.0, 40.0[",1.0,0.0,"[207.0, 227.3[",Commercial associate,0,1,*,"[0.0, 1.9[",0,Civil marriage,2,-23,0,12/3/19
*,M,Y,N,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[31.0, 40.0[",1.0,0.0,"[207.0, 227.3[",Commercial associate,0,1,*,"[0.0, 1.9[",0,Civil marriage,2,-42,0,12/8/17
*,F,N,N,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[31.0, 40.0[",1.0,0.0,"[73.4, 90.0[",Working,1,0,*,"[0.0, 1.9[",1,Civil marriage,3,-55,0,12/7/16
*,F,N,N,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[31.0, 40.0[",1.0,0.0,"[73.4, 90.0[",Working,1,0,*,"[0.0, 1.9[",1,Civil marriage,3,-55,0,12/7/16
*,F,N,N,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[31.0, 40.0[",1.0,0.0,"[73.4, 90.0[",Working,1,0,*,"[0.0, 1.9[",1,Civil marriage,3,-50,0,12/12/16
*,F,N,N,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[31.0, 40.0[",1.0,0.0,"[73.4, 90.0[",Working,1,0,*,"[0.0, 1.9[",1,Civil marriage,3,-58,0,12/4/16
*,F,N,N,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[31.0, 40.0[",1.0,0.0,"[73.4, 90.0[",Working,1,0,*,"[0.0, 1.9[",1,Civil marriage,3,-58,0,12/4/16
*,F,N,N,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[31.0, 40.0[",1.0,0.0,"[73.4, 90.0[",Working,1,0,*,"[0.0, 1.9[",1,Civil marriage,3,-56,0,12/6/16
*,M,Y,N,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[41.0, 50.0[",1.0,0.0,"[173.3, 184.5[",Commercial associate,1,0,*,"[0.0, 1.9[",0,Civil marriage,2,-47,0,12/3/17
*,M,Y,N,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[41.0, 50.0[",1.0,0.0,"[173.3, 184.5[",Commercial associate,1,0,*,"[0.0, 1.9[",0,Civil marriage,2,-16,0,12/10/19
*,M,Y,N,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[41.0, 50.0[",1.0,0.0,"[173.3, 184.5[",Commercial associate,1,0,*,"[0.0, 1.9[",0,Civil marriage,2,-43,0,12/7/17
*,M,Y,N,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[41.0, 50.0[",1.0,0.0,"[173.3, 184.5[",Commercial associate,1,0,*,"[0.0, 1.9[",0,Civil marriage,2,-19,0,12/7/19
*,M,Y,N,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[41.0, 50.0[",1.0,0.0,"[173.3, 184.5[",Commercial associate,1,0,*,"[0.0, 1.9[",0,Civil marriage,2,-4,0,12/10/20
*,M,Y,N,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[41.0, 50.0[",1.0,0.0,"[173.3, 184.5[",Commercial associate,1,0,*,"[0.0, 1.9[",0,Civil marriage,2,-58,0,12/4/16
*,M,Y,N,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[41.0, 50.0[",1.0,0.0,"[173.3, 184.5[",Commercial associate,1,0,*,"[0.0, 1.9[",0,Civil marriage,2,-16,0,12/10/19
*,F,N,Y,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[41.0, 50.0[",1.0,0.0,"[173.3, 184.5[",Commercial associate,0,0,*,"[0.0, 1.9[",0,Civil marriage,2,-1,0,12/1/21
*,M,N,N,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[41.0, 50.0[",1.0,0.0,"[229.5, 254.7[",Working,0,0,*,"[0.0, 1.9[",0,Civil marriage,2,-27,0,12/11/18
*,M,N,N,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[41.0, 50.0[",1.0,0.0,"[229.5, 254.7[",Working,0,0,*,"[0.0, 1.9[",0,Civil marriage,2,-33,0,12/5/18
*,M,N,N,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[41.0, 50.0[",1.0,0.0,"[229.5, 254.7[",Working,0,0,*,"[0.0, 1.9[",0,Civil marriage,2,-33,0,12/5/18
*,M,N,N,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[41.0, 50.0[",1.0,0.0,"[229.5, 254.7[",Working,0,0,*,"[0.0, 1.9[",0,Civil marriage,2,-26,0,12/12/18
*,M,N,N,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[41.0, 50.0[",1.0,0.0,"[229.5, 254.7[",Working,0,0,*,"[0.0, 1.9[",0,Civil marriage,2,-10,0,12/4/20
*,M,N,Y,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[41.0, 50.0[",1.0,0.0,"[229.5, 254.7[",Commercial associate,0,0,*,"[0.0, 1.9[",0,Civil marriage,2,-13,0,12/1/20
*,M,N,Y,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[41.0, 50.0[",1.0,0.0,"[229.5, 254.7[",Commercial associate,0,0,*,"[0.0, 1.9[",0,Civil marriage,2,-55,0,12/7/16
*,M,N,Y,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[41.0, 50.0[",1.0,0.0,"[229.5, 254.7[",Commercial associate,0,0,*,"[0.0, 1.9[",0,Civil marriage,2,-22,0,12/4/19
*,M,N,Y,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[41.0, 50.0[",1.0,0.0,"[229.5, 254.7[",Commercial associate,0,0,*,"[0.0, 1.9[",0,Civil marriage,2,-11,0,12/3/20
*,M,N,Y,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[41.0, 50.0[",1.0,0.0,"[229.5, 254.7[",Commercial associate,0,0,*,"[0.0, 1.9[",0,Civil marriage,2,-8,0,12/6/20
*,M,N,Y,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[41.0, 50.0[",1.0,0.0,"[229.5, 254.7[",Commercial associate,0,0,*,"[0.0, 1.9[",0,Civil marriage,2,-7,0,12/7/20
*,M,N,Y,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[41.0, 50.0[",1.0,0.0,"[229.5, 254.7[",Commercial associate,0,0,*,"[0.0, 1.9[",0,Civil marriage,2,-20,0,12/6/19
*,M,N,Y,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[41.0, 50.0[",1.0,0.0,"[229.5, 254.7[",Commercial associate,0,0,*,"[0.0, 1.9[",0,Civil marriage,2,-11,0,12/3/20
*,M,Y,Y,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[51.0, 60.0[",1.0,1.0,"[123.8, 139.5[",Working,1,0,*,"[0.0, 1.9[",0,Civil marriage,2,-33,0,12/5/18
*,M,Y,Y,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[51.0, 60.0[",1.0,1.0,"[123.8, 139.5[",Working,1,0,*,"[0.0, 1.9[",0,Civil marriage,2,-37,0,12/1/18
*,M,Y,Y,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[51.0, 60.0[",1.0,1.0,"[123.8, 139.5[",Working,1,0,*,"[0.0, 1.9[",0,Civil marriage,2,-29,0,12/9/18
*,M,Y,Y,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[51.0, 60.0[",1.0,1.0,"[123.8, 139.5[",Working,1,0,*,"[0.0, 1.9[",0,Civil marriage,2,-19,0,12/7/19
*,M,Y,Y,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[51.0, 60.0[",1.0,1.0,"[123.8, 139.5[",Working,1,0,*,"[0.0, 1.9[",0,Civil marriage,2,-13,0,12/1/20
*,M,N,N,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[51.0, 60.0[",1.0,0.0,"[173.3, 184.5[",Commercial associate,0,1,*,"[0.0, 1.9[",0,Civil marriage,2,-50,0,12/12/16
*,M,N,N,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[51.0, 60.0[",1.0,0.0,"[173.3, 184.5[",Commercial associate,0,1,*,"[0.0, 1.9[",0,Civil marriage,2,-50,0,12/12/16
*,M,N,N,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[51.0, 60.0[",1.0,0.0,"[173.3, 184.5[",Commercial associate,0,1,*,"[0.0, 1.9[",0,Civil marriage,2,-32,0,12/6/18
*,M,N,N,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[51.0, 60.0[",1.0,0.0,"[173.3, 184.5[",Commercial associate,0,1,*,"[0.0, 1.9[",0,Civil marriage,2,0,0,12/2/21
*,M,N,N,"{Academic degree, Higher education}","{Co-op apartment, House / apartment}","[51.0, 60.0[",1.0,0.0,"[173.3, 184.5[",Commercial associate,0,1,*,"[0.0, 1.9[",0,Civil marriage,2,-39,0,12/11/17
*,F,Y,N,"{Incomplete higher, Lower secondary}","{Co-op apartment, House / apartment}","[21.0, 30.0[",1.0,0.0,"[123.8, 139.5[",Working,1,0,*,"[0.0, 1.9[",0,Civil marriage,2,-53,1,12/9/16
*,F,Y,N,"{Incomplete higher, Lower secondary}","{Co-op apartment, House / apartment}","[21.0, 30.0[",1.0,0.0,"[123.8, 139.5[",Working,1,0,*,"[0.0, 1.9[",0,Civil marriage,2,-41,1,12/9/17
