id,gender,car,owns_house,edutp,houtp,age,has_mobilephone,has_phone,inc,inctp,wkphone,email,occyp,year_employed,chldno,famtp,famsize,begin_month,target,statementdate
5132789.0,F,N,Y,Secondary / secondary special,House / apartment,37.0,1.0,0.0,180.0,Working,1,0,Core staff,18.0,2,Married,4,-50,0,12/12/16
5132942.0,F,N,Y,Secondary / secondary special,House / apartment,35.0,1.0,0.0,157.5,State servant,0,0,Waiters/barmen staff,3.7,1,Single / not married,2,-23,0,12/3/19
5135520.0,F,Y,N,Secondary / secondary special,House / apartment,41.0,1.0,1.0,202.5,Working,0,0,Medicine staff,22.1,0,Married,2,-55,0,12/7/16
5135805.0,F,N,Y,Secondary / secondary special,House / apartment,53.0,1.0,0.0,90.0,Commercial associate,0,0,Laborers,7.9,0,Married,2,-38,0,12/12/17
5096271.0,M,N,N,Higher education,House / apartment,60.0,1.0,0.0,265.5,Working,0,0,Laborers,8.5,0,Single / not married,1,-58,0,12/4/16
5136974.0,F,N,N,Higher education,House / apartment,35.0,1.0,0.0,306.0,State servant,0,0,Medicine staff,15.3,0,Married,2,-48,0,12/2/17
5100013.0,F,N,Y,Higher education,House / apartment,48.0,1.0,1.0,180.0,Commercial associate,0,0,Accountants,24.4,1,Married,3,-14,0,12/12/19
5100026.0,F,Y,N,Higher education,House / apartment,32.0,1.0,0.0,112.5,Working,0,0,Laborers,5.8,0,Married,2,-35,0,12/3/18
5140192.0,M,N,N,Secondary / secondary special,Rented apartment,27.0,1.0,0.0,157.5,Working,1,0,Laborers,2.1,0,Single / not married,1,-13,0,12/1/20
5100326.0,M,Y,Y,Secondary / secondary special,House / apartment,37.0,1.0,1.0,225.0,Working,0,0,Laborers,0.9,2,Married,4,-17,0,12/9/19
5104893.0,F,N,Y,Incomplete higher,House / apartment,48.0,1.0,0.0,315.0,Commercial associate,0,0,Realty agents,6.9,0,Married,2,-21,0,12/5/19
5143167.0,M,Y,N,Secondary / secondary special,House / apartment,48.0,1.0,0.0,225.0,Commercial associate,0,0,Managers,7.2,0,Single / not married,1,-15,0,12/11/19
5143548.0,F,N,Y,Secondary / secondary special,House / apartment,51.0,1.0,1.0,112.5,Working,0,0,Sales staff,6.0,0,Married,2,-10,0,12/4/20
5143624.0,F,N,N,Secondary / secondary special,House / apartment,44.0,1.0,0.0,135.0,Working,0,0,Sales staff,5.7,0,Married,2,-43,0,12/7/17
5112993.0,F,Y,Y,Lower secondary,House / apartment,43.0,1.0,0.0,180.0,Working,0,1,Sales staff,1.5,0,Married,2,-3,0,12/11/20
5113007.0,F,N,N,Secondary / secondary special,House / apartment,25.0,1.0,0.0,171.0,Working,1,0,Laborers,4.6,1,Single / not married,2,-15,0,12/11/19
5113073.0,F,N,Y,Secondary / secondary special,House / apartment,54.0,1.0,1.0,225.0,State servant,0,1,Medicine staff,34.0,0,Separated,1,-58,0,12/4/16
5113614.0,F,N,Y,Secondary / secondary special,House / apartment,48.0,1.0,0.0,283.5,Commercial associate,0,1,Private service staff,6.5,0,Married,2,-59,0,12/3/16
5008851.0,M,Y,Y,Secondary / secondary special,House / apartment,56.0,1.0,1.0,112.5,Commercial associate,0,0,Drivers,12.2,0,Married,2,-11,0,12/3/20
5042137.0,F,N,N,Higher education,House / apartment,39.0,1.0,1.0,247.5,Working,1,0,Managers,20.3,0,Married,2,-19,0,12/7/19
5009858.0,M,Y,N,Secondary / secondary special,With parents,28.0,1.0,1.0,360.0,Commercial associate,1,0,Drivers,1.5,0,Separated,1,-21,0,12/5/19
5045193.0,F,Y,Y,Higher education,House / apartment,39.0,1.0,0.0,202.5,Commercial associate,0,0,Accountants,5.8,1,Single / not married,2,-47,0,12/3/17
5046048.0,F,N,Y,Higher education,House / apartment,49.0,1.0,0.0,139.5,State servant,0,0,Managers,23.2,0,Married,2,-10,0,12/4/20
5046117.0,F,N,Y,Secondary / secondary special,House / apartment,56.0,1.0,1.0,135.0,Working,1,0,Managers,8.5,0,Married,2,-31,0,12/7/18
5010857.0,F,N,Y,Secondary / secondary special,House / apartment,45.0,1.0,0.0,157.5,Commercial associate,0,0,Security staff,2.9,0,Married,2,-24,0,12/2/19
5010951.0,F,Y,Y,Secondary / secondary special,House / apartment,38.0,1.0,0.0,270.0,Commercial associate,0,0,Managers,7.0,1,Married,3,-27,0,12/11/18
5046508.0,F,N,Y,Higher education,House / apartment,54.0,1.0,0.0,256.5,Commercial associate,0,0,Managers,2.7,0,Separated,1,-4,0,12/10/20
5046549.0,F,N,Y,Secondary / secondary special,House / apartment,41.0,1.0,0.0,148.5,Working,0,0,High skill tech staff,2.3,1,Married,3,-42,0,12/8/17
5047764.0,F,N,N,Secondary / secondary special,House / apartment,44.0,1.0,0.0,135.0,Commercial associate,0,0,Cooking staff,0.4,0,Married,2,-38,0,12/12/17
5021558.0,M,N,Y,Secondary / secondary special,House / apartment,50.0,1.0,0.0,135.0,Working,0,0,Drivers,1.6,0,Married,2,-5,0,12/9/20
5021679.0,M,N,Y,Secondary / secondary special,House / apartment,51.0,1.0,0.0,202.5,Commercial associate,0,0,Cleaning staff,10.0,0,Separated,1,-9,0,12/5/20
5022247.0,F,N,Y,Secondary / secondary special,House / apartment,42.0,1.0,0.0,202.5,Working,0,1,High skill tech staff,22.9,0,Married,2,0,0,12/2/21
5022444.0,F,N,Y,Secondary / secondary special,House / apartment,44.0,1.0,1.0,180.0,Commercial associate,0,0,Sales staff,11.9,0,Married,2,-55,0,12/7/16
5022689.0,F,N,Y,Secondary / secondary special,House / apartment,44.0,1.0,0.0,112.5,Commercial associate,0,0,Sales staff,2.1,0,Single / not married,1,-20,0,12/6/19
5022870.0,F,Y,Y,Higher education,House / apartment,39.0,1.0,0.0,225.0,Commercial associate,0,0,Private service staff,9.9,2,Married,4,-6,0,12/8/20
5022943.0,F,Y,N,Incomplete higher,House / apartment,39.0,1.0,1.0,202.5,Commercial associate,0,1,Accountants,3.7,0,Separated,1,-9,0,12/5/20
5053074.0,M,N,Y,Secondary / secondary special,House / apartment,32.0,1.0,0.0,270.0,Working,0,0,Cooking staff,0.6,1,Married,3,-43,0,12/7/17
5024826.0,F,N,N,Secondary / secondary special,House / apartment,34.0,1.0,1.0,90.0,Working,1,0,Sales staff,6.1,1,Married,3,-34,0,12/4/18
5058355.0,F,N,N,Secondary / secondary special,House / apartment,27.0,1.0,0.0,135.0,Working,0,0,Laborers,5.6,0,Civil marriage,2,-9,0,12/5/20
5061653.0,M,Y,Y,Secondary / secondary special,House / apartment,46.0,1.0,1.0,135.0,Working,1,0,Drivers,4.5,0,Married,2,-17,0,12/9/19
5028701.0,F,N,Y,Secondary / secondary special,Rented apartment,37.0,1.0,0.0,112.5,Working,0,0,Cooking staff,1.1,0,Single / not married,1,-15,0,12/11/19
5029099.0,M,Y,Y,Higher education,House / apartment,32.0,1.0,0.0,135.0,Working,0,1,Managers,8.1,2,Married,4,-52,0,12/10/16
5067453.0,F,N,Y,Secondary / secondary special,House / apartment,52.0,1.0,0.0,90.0,Working,0,0,Cleaning staff,12.9,0,Married,2,-15,0,12/11/19
5067714.0,F,N,Y,Secondary / secondary special,House / apartment,35.0,1.0,0.0,157.5,State servant,0,1,Managers,2.6,2,Married,4,-6,0,12/8/20
5036459.0,F,Y,N,Secondary / secondary special,House / apartment,35.0,1.0,0.0,157.5,Working,1,0,Laborers,4.2,0,Married,2,-8,0,12/6/20
5068543.0,M,Y,Y,Secondary / secondary special,House / apartment,53.0,1.0,0.0,117.0,Commercial associate,0,0,Laborers,2.8,0,Married,2,-47,0,12/3/17
5146098.0,F,Y,Y,Secondary / secondary special,House / apartment,49.0,1.0,0.0,175.5,Working,0,0,Sales staff,8.6,0,Married,2,-19,0,12/7/19
5037132.0,F,N,Y,Secondary / secondary special,House / apartment,42.0,1.0,0.0,85.5,Working,0,0,Cooking staff,3.1,1,Separated,2,-33,0,12/5/18
5041208.0,F,N,Y,Higher education,House / apartment,63.0,1.0,0.0,180.0,Working,0,0,Secretaries,5.8,0,Widow,1,-26,0,12/12/18
5115660.0,M,Y,Y,Higher education,House / apartment,44.0,1.0,1.0,225.0,Commercial associate,0,0,Sales staff,7.0,0,Single / not married,1,-3,0,12/11/20
5116057.0,F,N,N,Higher education,Rented apartment,50.0,1.0,0.0,225.0,Working,0,0,Sales staff,2.1,0,Single / not married,1,-3,0,12/11/20
5078842.0,F,Y,Y,Secondary / secondary special,With parents,29.0,1.0,0.0,135.0,Working,0,0,Private service staff,0.3,1,Married,3,-11,0,12/3/20
5116932.0,F,Y,Y,Higher education,House / apartment,42.0,1.0,1.0,247.5,Commercial associate,0,0,Sales staff,2.8,1,Civil marriage,3,-36,0,12/2/18
5088837.0,F,N,Y,Secondary / secondary special,House / apartment,34.0,1.0,0.0,612.0,State servant,0,1,Accountants,10.2,0,Married,2,-25,0,12/1/19
5089035.0,F,N,N,Secondary / secondary special,House / apartment,48.0,1.0,0.0,171.0,Working,0,0,Laborers,4.5,0,Married,2,-29,0,12/9/18
5089269.0,F,N,N,Secondary / secondary special,House / apartment,52.0,1.0,0.0,72.0,Working,1,0,Cleaning staff,4.0,0,Single / not married,1,-29,0,12/9/18
5118246.0,M,N,N,Secondary / secondary special,House / apartment,38.0,1.0,0.0,157.5,Working,0,0,Security staff,7.9,0,Married,2,-42,0,12/8/17
5091136.0,M,Y,N,Higher education,House / apartment,27.0,1.0,0.0,202.5,Commercial associate,0,1,Drivers,2.7,0,Single / not married,1,-2,0,12/12/20
5091477.0,F,N,Y,Secondary / secondary special,House / apartment,32.0,1.0,0.0,54.0,Working,0,0,Cooking staff,3.7,0,Separated,1,-5,0,12/9/20
5126177.0,M,N,N,Higher education,Rented apartment,47.0,1.0,1.0,270.0,Working,1,0,Managers,1.1,0,Married,2,-3,0,12/11/20
5126670.0,F,N,Y,Secondary / secondary special,House / apartment,48.0,1.0,0.0,351.0,State servant,0,0,Medicine staff,11.5,0,Single / not married,1,-23,0,12/3/19
5126853.0,M,N,N,Secondary / secondary special,House / apartment,57.0,1.0,1.0,135.0,Working,0,0,Laborers,3.5,0,Married,2,-15,0,12/11/19
5095482.0,F,N,Y,Secondary / secondary special,House / apartment,43.0,1.0,1.0,157.5,Commercial associate,0,0,Laborers,0.3,1,Separated,2,-53,0,12/9/16
5096057.0,F,N,N,Secondary / secondary special,House / apartment,39.0,1.0,0.0,73.4,Working,0,0,Medicine staff,19.4,2,Married,4,-24,0,12/2/19
5096252.0,M,N,N,Secondary / secondary special,Office apartment,38.0,1.0,1.0,247.5,Working,1,0,Laborers,8.9,2,Married,4,-43,0,12/7/17
5096257.0,F,N,N,Higher education,House / apartment,26.0,1.0,0.0,90.0,Working,0,0,Core staff,0.5,0,Single / not married,1,-13,0,12/1/20
5136923.0,F,Y,N,Higher education,House / apartment,29.0,1.0,1.0,270.0,Working,0,0,Sales staff,1.5,0,Married,2,-20,0,12/6/19
5099932.0,M,Y,Y,Secondary / secondary special,Office apartment,41.0,1.0,0.0,225.0,Working,0,0,Managers,18.5,1,Married,3,-33,0,12/5/18
5139389.0,M,N,Y,Higher education,House / apartment,44.0,1.0,0.0,247.5,Commercial associate,0,0,Core staff,1.1,0,Civil marriage,2,-13,0,12/1/20
5142489.0,F,N,Y,Secondary / secondary special,House / apartment,44.0,1.0,1.0,135.0,Working,1,0,Core staff,18.8,0,Civil marriage,2,-17,0,12/9/19
5105297.0,F,N,N,Secondary / secondary special,With parents,28.0,1.0,1.0,112.5,Working,1,0,Core staff,2.2,0,Widow,1,-1,0,12/1/21
5142663.0,F,N,N,Secondary / secondary special,House / apartment,42.0,1.0,0.0,117.0,Working,0,0,Managers,18.6,0,Civil marriage,2,-7,0,12/7/20
5105403.0,F,N,Y,Higher education,House / apartment,28.0,1.0,0.0,135.0,Commercial associate,0,0,Managers,1.3,0,Single / not married,1,-27,0,12/11/18
5105592.0,F,Y,Y,Secondary / secondary special,House / apartment,31.0,1.0,0.0,135.0,Commercial associate,0,0,Sales staff,2.3,1,Married,3,-47,0,12/3/17
5105706.0,F,Y,N,Secondary / secondary special,Municipal apartment,33.0,1.0,0.0,225.0,Working,0,0,Laborers,1.8,0,Married,2,-39,0,12/11/17
5105780.0,F,Y,N,Higher education,House / apartment,30.0,1.0,0.0,171.0,Commercial associate,1,0,Accountants,5.4,1,Married,3,-12,0,12/2/20
5105899.0,F,Y,N,Higher education,With parents,29.0,1.0,1.0,112.5,Working,1,0,Core staff,4.9,0,Married,2,-11,0,12/3/20
5106004.0,F,Y,Y,Higher education,House / apartment,32.0,1.0,1.0,67.5,State servant,1,0,Core staff,10.4,2,Married,4,-23,0,12/3/19
5111118.0,F,N,Y,Higher education,House / apartment,32.0,1.0,0.0,315.0,Working,0,0,Managers,4.0,1,Married,3,-20,0,12/6/19
5145725.0,F,N,N,Secondary / secondary special,House / apartment,43.0,1.0,0.0,202.5,Working,0,0,Laborers,4.2,0,Single / not married,1,-13,0,12/1/20
5148583.0,M,Y,Y,Secondary / secondary special,House / apartment,31.0,1.0,0.0,180.0,Working,0,0,Drivers,3.8,0,Married,2,-42,0,12/8/17
5114439.0,F,Y,Y,Secondary / secondary special,House / apartment,44.0,1.0,0.0,121.5,Working,1,0,Sales staff,9.0,1,Married,3,-23,0,12/3/19
5114504.0,M,N,N,Secondary / secondary special,House / apartment,27.0,1.0,0.0,180.0,Working,0,1,Laborers,6.4,2,Married,4,-54,0,12/8/16
5114555.0,F,N,Y,Secondary / secondary special,Municipal apartment,47.0,1.0,0.0,135.0,Commercial associate,0,0,Core staff,26.7,1,Widow,2,-15,0,12/11/19
5042217.0,F,N,N,Higher education,House / apartment,29.0,1.0,1.0,225.0,Commercial associate,1,0,Drivers,1.2,0,Married,2,-10,0,12/4/20
5042359.0,M,Y,Y,Higher education,House / apartment,30.0,1.0,1.0,202.5,Working,0,0,Laborers,2.5,2,Married,4,-48,0,12/2/17
5045436.0,M,N,N,Secondary / secondary special,Municipal apartment,40.0,1.0,0.0,135.0,Working,0,0,Laborers,18.2,1,Married,3,-26,0,12/12/18
5010727.0,F,N,Y,Secondary / secondary special,House / apartment,59.0,1.0,0.0,135.0,Working,0,1,High skill tech staff,2.8,0,Married,2,-2,0,12/12/20
5046120.0,F,N,Y,Secondary / secondary special,House / apartment,56.0,1.0,1.0,135.0,Working,1,0,Managers,8.5,0,Married,2,-2,0,12/12/20
5010837.0,F,N,Y,Secondary / secondary special,House / apartment,51.0,1.0,0.0,90.0,Commercial associate,0,0,Laborers,7.3,0,Married,2,-40,0,12/10/17
5010902.0,F,N,Y,Secondary / secondary special,House / apartment,29.0,1.0,0.0,360.0,Working,0,0,Managers,3.8,1,Married,3,-6,0,12/8/20
5021681.0,M,N,Y,Secondary / secondary special,House / apartment,51.0,1.0,0.0,202.5,Commercial associate,0,0,Cleaning staff,10.0,0,Separated,1,-41,0,12/9/17
5050779.0,M,N,N,Secondary / secondary special,House / apartment,28.0,1.0,0.0,180.0,State servant,0,0,Laborers,5.5,0,Single / not married,1,-51,0,12/11/16
5051089.0,F,N,N,Higher education,House / apartment,32.0,1.0,0.0,247.5,State servant,0,0,Core staff,8.0,0,Married,2,-24,0,12/2/19
5052896.0,M,Y,Y,Higher education,House / apartment,24.0,1.0,0.0,139.5,Commercial associate,1,0,Managers,0.7,0,Married,2,-14,0,12/12/19
5053138.0,M,Y,Y,Secondary / secondary special,House / apartment,32.0,1.0,0.0,234.0,Working,0,0,High skill tech staff,9.9,1,Married,3,-33,0,12/5/18
5023451.0,F,N,Y,Secondary / secondary special,House / apartment,56.0,1.0,0.0,180.0,Commercial associate,0,0,Sales staff,1.8,0,Married,2,0,0,12/2/21
5024161.0,M,Y,Y,Secondary / secondary special,House / apartment,37.0,1.0,0.0,202.5,Working,0,0,Laborers,5.4,3,Married,5,-29,0,12/9/18
5053675.0,F,Y,Y,Secondary / secondary special,House / apartment,33.0,1.0,1.0,225.0,Commercial associate,0,0,High skill tech staff,3.9,0,Single / not married,1,-30,0,12/8/18
5024349.0,M,Y,Y,Secondary / secondary special,With parents,46.0,1.0,0.0,585.0,Commercial associate,0,0,Drivers,4.5,0,Married,2,-8,0,12/6/20
5054354.0,M,N,N,Secondary / secondary special,House / apartment,61.0,1.0,0.0,99.0,State servant,0,0,Laborers,14.8,0,Civil marriage,2,-52,0,12/10/16
5024806.0,M,N,N,Secondary / secondary special,With parents,42.0,1.0,0.0,112.5,Working,0,0,Laborers,4.4,1,Separated,2,-39,0,12/11/17
5024881.0,F,N,Y,Incomplete higher,House / apartment,30.0,1.0,1.0,315.0,Commercial associate,0,0,Sales staff,1.1,0,Single / not married,1,-39,0,12/11/17
5054674.0,M,N,Y,Higher education,House / apartment,28.0,1.0,0.0,225.0,Commercial associate,0,0,Sales staff,6.6,0,Single / not married,1,-9,0,12/5/20
5026427.0,F,Y,Y,Secondary / secondary special,Municipal apartment,53.0,1.0,0.0,108.0,Working,0,0,Core staff,16.5,0,Married,2,-41,0,12/9/17
5061107.0,M,Y,Y,Secondary / secondary special,House / apartment,43.0,1.0,0.0,247.5,Working,0,0,Core staff,11.0,1,Married,3,-18,0,12/8/19
5028318.0,F,Y,Y,Secondary / secondary special,House / apartment,38.0,1.0,1.0,157.5,Commercial associate,0,0,High skill tech staff,8.9,1,Married,3,-9,0,12/5/20
5028363.0,F,N,Y,Secondary / secondary special,House / apartment,50.0,1.0,0.0,135.0,Working,0,0,Medicine staff,0.5,0,Single / not married,1,-57,0,12/5/16
5061870.0,M,N,Y,Secondary / secondary special,House / apartment,31.0,1.0,0.0,157.5,Working,1,1,Drivers,1.5,0,Single / not married,1,-8,0,12/6/20
5061901.0,M,N,Y,Higher education,House / apartment,46.0,1.0,0.0,292.5,State servant,0,1,Core staff,9.6,1,Married,3,-23,0,12/3/19
5029083.0,M,Y,Y,Higher education,House / apartment,47.0,1.0,0.0,202.5,Working,0,1,Security staff,2.3,0,Married,2,-23,0,12/3/19
5033454.0,M,Y,N,Secondary / secondary special,House / apartment,49.0,1.0,1.0,126.0,Working,1,1,Drivers,14.9,0,Married,2,-24,0,12/2/19
5067733.0,F,N,Y,Incomplete higher,House / apartment,28.0,1.0,1.0,135.0,Commercial associate,1,0,Managers,7.2,1,Married,3,-21,0,12/5/19
5035711.0,F,N,N,Secondary / secondary special,With parents,25.0,1.0,0.0,90.0,Working,0,0,Sales staff,2.6,0,Single / not married,1,-11,0,12/3/20
5068335.0,F,Y,Y,Higher education,House / apartment,28.0,1.0,1.0,112.5,Working,1,0,Laborers,1.4,0,Married,2,-21,0,12/5/19
5146272.0,F,N,Y,Secondary / secondary special,House / apartment,45.0,1.0,0.0,180.0,State servant,0,0,Laborers,5.6,0,Married,2,-40,0,12/10/17
5069168.0,M,Y,Y,Secondary / secondary special,House / apartment,28.0,1.0,0.0,135.0,Working,0,1,Sales staff,2.6,0,Married,2,0,0,12/2/21
5038537.0,F,N,Y,Secondary / secondary special,House / apartment,56.0,1.0,0.0,135.0,Commercial associate,0,0,Laborers,11.5,0,Married,2,-6,0,12/8/20
5041071.0,F,N,N,Secondary / secondary special,With parents,29.0,1.0,0.0,112.5,State servant,0,0,Security staff,4.2,0,Single / not married,1,-21,0,12/5/19
